(at time 1, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 5851, process idx=8 , remaining cpu-burst=2) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=2)]
(at time 5852, process idx=8 , remaining cpu-burst=1) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=1)]
(at time 5853, process idx=1 , remaining cpu-burst=17) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=6)]
(at time 5854, process idx=1 , remaining cpu-burst=16) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=5)]
(at time 5855, process idx=1 , remaining cpu-burst=15) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=4)]
(at time 5856, process idx=1 , remaining cpu-burst=14) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=3)]
(at time 5857, process idx=1 , remaining cpu-burst=13) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=2)]
(at time 5858, process idx=1 , remaining cpu-burst=12) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=1)]
(at time 5859, process idx=1 , remaining cpu-burst=11) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5860, process idx=1 , remaining cpu-burst=10) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5861, process idx=1 , remaining cpu-burst=9) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5862, process idx=1 , remaining cpu-burst=8) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5863, process idx=1 , remaining cpu-burst=7) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5864, process idx=1 , remaining cpu-burst=6) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5865, process idx=1 , remaining cpu-burst=5) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5866, process idx=1 , remaining cpu-burst=4) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5867, process idx=1 , remaining cpu-burst=3) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5868, process idx=1 , remaining cpu-burst=2) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5869, process idx=1 , remaining cpu-burst=1) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 5870, process idx=9 , remaining cpu-burst=19) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=9)]
(at time 5871, process idx=9 , remaining cpu-burst=18) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=8)]
(at time 5872, process idx=9 , remaining cpu-burst=17) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=7)]
(at time 5873, process idx=9 , remaining cpu-burst=16) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=6)]
(at time 5874, process idx=9 , remaining cpu-burst=15) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=5)]
(at time 5875, process idx=9 , remaining cpu-burst=14) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=4)]
(at time 5876, process idx=9 , remaining cpu-burst=13) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=3)]
(at time 5877, process idx=9 , remaining cpu-burst=12) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=2)]
(at time 5878, process idx=9 , remaining cpu-burst=11) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=1)]
(at time 5879, process idx=9 , remaining cpu-burst=10) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5880, process idx=9 , remaining cpu-burst=9) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5881, process idx=9 , remaining cpu-burst=8) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5882, process idx=9 , remaining cpu-burst=7) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5883, process idx=9 , remaining cpu-burst=6) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5884, process idx=9 , remaining cpu-burst=5) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5885, process idx=9 , remaining cpu-burst=4) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5886, process idx=9 , remaining cpu-burst=3) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5887, process idx=9 , remaining cpu-burst=2) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5888, process idx=9 , remaining cpu-burst=1) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5889, process idx=2 , remaining cpu-burst=5) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=7)]
(at time 5890, process idx=2 , remaining cpu-burst=4) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=6)]
(at time 5891, process idx=2 , remaining cpu-burst=3) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=5)]
(at time 5892, process idx=2 , remaining cpu-burst=2) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=4)]
(at time 5893, process idx=2 , remaining cpu-burst=1) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=3)]
(at time 5894, process idx=0 , remaining cpu-burst=12) run-queue [4 3 5 6 7 8 1], wait-queue [9(io=2) 2(io=10)]
(at time 5895, process idx=0 , remaining cpu-burst=11) run-queue [4 3 5 6 7 8 1], wait-queue [9(io=1) 2(io=9)]
(at time 5896, process idx=0 , remaining cpu-burst=10) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=8)]
(at time 5897, process idx=0 , remaining cpu-burst=9) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=7)]
(at time 5898, process idx=0 , remaining cpu-burst=8) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=6)]
(at time 5899, process idx=0 , remaining cpu-burst=7) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=5)]
(at time 5900, process idx=0 , remaining cpu-burst=6) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=4)]
(at time 5901, process idx=0 , remaining cpu-burst=5) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=3)]
(at time 5902, process idx=0 , remaining cpu-burst=4) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=2)]
(at time 5903, process idx=0 , remaining cpu-burst=3) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=1)]
(at time 5904, process idx=0 , remaining cpu-burst=2) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 5905, process idx=0 , remaining cpu-burst=1) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 5906, process idx=4 , remaining cpu-burst=5) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=7)]
(at time 5907, process idx=4 , remaining cpu-burst=4) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=6)]
(at time 5908, process idx=4 , remaining cpu-burst=3) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=5)]
(at time 5909, process idx=4 , remaining cpu-burst=2) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=4)]
(at time 5910, process idx=4 , remaining cpu-burst=1) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=3)]
(at time 5911, process idx=3 , remaining cpu-burst=8) run-queue [5 6 7 8 1 9 2], wait-queue [0(io=2) 4(io=6)]
(at time 5912, process idx=3 , remaining cpu-burst=7) run-queue [5 6 7 8 1 9 2], wait-queue [0(io=1) 4(io=5)]
(at time 5913, process idx=3 , remaining cpu-burst=6) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=4)]
(at time 5914, process idx=3 , remaining cpu-burst=5) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=3)]
(at time 5915, process idx=3 , remaining cpu-burst=4) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=2)]
(at time 5916, process idx=3 , remaining cpu-burst=3) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=1)]
(at time 5917, process idx=3 , remaining cpu-burst=2) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 5918, process idx=3 , remaining cpu-burst=1) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 5919, process idx=5 , remaining cpu-burst=10) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=9)]
(at time 5920, process idx=5 , remaining cpu-burst=9) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=8)]
(at time 5921, process idx=5 , remaining cpu-burst=8) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=7)]
(at time 5922, process idx=5 , remaining cpu-burst=7) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=6)]
(at time 5923, process idx=5 , remaining cpu-burst=6) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=5)]
(at time 5924, process idx=5 , remaining cpu-burst=5) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=4)]
(at time 5925, process idx=5 , remaining cpu-burst=4) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=3)]
(at time 5926, process idx=5 , remaining cpu-burst=3) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=2)]
(at time 5927, process idx=5 , remaining cpu-burst=2) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=1)]
(at time 5928, process idx=5 , remaining cpu-burst=1) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 5929, process idx=6 , remaining cpu-burst=12) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=4)]
(at time 5930, process idx=6 , remaining cpu-burst=11) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=3)]
(at time 5931, process idx=6 , remaining cpu-burst=10) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=2)]
(at time 5932, process idx=6 , remaining cpu-burst=9) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=1)]
(at time 5933, process idx=6 , remaining cpu-burst=8) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5934, process idx=6 , remaining cpu-burst=7) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5935, process idx=6 , remaining cpu-burst=6) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5936, process idx=6 , remaining cpu-burst=5) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5937, process idx=6 , remaining cpu-burst=4) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5938, process idx=6 , remaining cpu-burst=3) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5939, process idx=6 , remaining cpu-burst=2) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5940, process idx=6 , remaining cpu-burst=1) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 5941, process idx=7 , remaining cpu-burst=18) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=9)]
(at time 5942, process idx=7 , remaining cpu-burst=17) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=8)]
(at time 5943, process idx=7 , remaining cpu-burst=16) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=7)]
(at time 5944, process idx=7 , remaining cpu-burst=15) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=6)]
(at time 5945, process idx=7 , remaining cpu-burst=14) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=5)]
(at time 5946, process idx=7 , remaining cpu-burst=13) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=4)]
(at time 5947, process idx=7 , remaining cpu-burst=12) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=3)]
(at time 5948, process idx=7 , remaining cpu-burst=11) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=2)]
(at time 5949, process idx=7 , remaining cpu-burst=10) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=1)]
(at time 5950, process idx=7 , remaining cpu-burst=9) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5951, process idx=7 , remaining cpu-burst=8) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5952, process idx=7 , remaining cpu-burst=7) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5953, process idx=7 , remaining cpu-burst=6) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5954, process idx=7 , remaining cpu-burst=5) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5955, process idx=7 , remaining cpu-burst=4) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5956, process idx=7 , remaining cpu-burst=3) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5957, process idx=7 , remaining cpu-burst=2) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5958, process idx=7 , remaining cpu-burst=1) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 5959, process idx=8 , remaining cpu-burst=17) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=11)]
(at time 5960, process idx=8 , remaining cpu-burst=16) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=10)]
(at time 5961, process idx=8 , remaining cpu-burst=15) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=9)]
(at time 5962, process idx=8 , remaining cpu-burst=14) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=8)]
(at time 5963, process idx=8 , remaining cpu-burst=13) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=7)]
(at time 5964, process idx=8 , remaining cpu-burst=12) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=6)]
(at time 5965, process idx=8 , remaining cpu-burst=11) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=5)]
(at time 5966, process idx=8 , remaining cpu-burst=10) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=4)]
(at time 5967, process idx=8 , remaining cpu-burst=9) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=3)]
(at time 5968, process idx=8 , remaining cpu-burst=8) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=2)]
(at time 5969, process idx=8 , remaining cpu-burst=7) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=1)]
(at time 5970, process idx=8 , remaining cpu-burst=6) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 5971, process idx=8 , remaining cpu-burst=5) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 5972, process idx=8 , remaining cpu-burst=4) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 5973, process idx=8 , remaining cpu-burst=3) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 5974, process idx=8 , remaining cpu-burst=2) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 5975, process idx=8 , remaining cpu-burst=1) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 5976, process idx=1 , remaining cpu-burst=8) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=13)]
(at time 5977, process idx=1 , remaining cpu-burst=7) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=12)]
(at time 5978, process idx=1 , remaining cpu-burst=6) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=11)]
(at time 5979, process idx=1 , remaining cpu-burst=5) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=10)]
(at time 5980, process idx=1 , remaining cpu-burst=4) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=9)]
(at time 5981, process idx=1 , remaining cpu-burst=3) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=8)]
(at time 5982, process idx=1 , remaining cpu-burst=2) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=7)]
(at time 5983, process idx=1 , remaining cpu-burst=1) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=6)]
(at time 5984, process idx=9 , remaining cpu-burst=20) run-queue [2 0 4 3 5 6 7], wait-queue [8(io=5) 1(io=6)]
(at time 5985, process idx=9 , remaining cpu-burst=19) run-queue [2 0 4 3 5 6 7], wait-queue [8(io=4) 1(io=5)]
(at time 5986, process idx=9 , remaining cpu-burst=18) run-queue [2 0 4 3 5 6 7], wait-queue [8(io=3) 1(io=4)]
(at time 5987, process idx=9 , remaining cpu-burst=17) run-queue [2 0 4 3 5 6 7], wait-queue [8(io=2) 1(io=3)]
(at time 5988, process idx=9 , remaining cpu-burst=16) run-queue [2 0 4 3 5 6 7], wait-queue [8(io=1) 1(io=2)]
(at time 5989, process idx=9 , remaining cpu-burst=15) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=1)]
(at time 5990, process idx=9 , remaining cpu-burst=14) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5991, process idx=9 , remaining cpu-burst=13) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5992, process idx=9 , remaining cpu-burst=12) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5993, process idx=9 , remaining cpu-burst=11) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5994, process idx=9 , remaining cpu-burst=10) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5995, process idx=9 , remaining cpu-burst=9) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5996, process idx=9 , remaining cpu-burst=8) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5997, process idx=9 , remaining cpu-burst=7) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5998, process idx=9 , remaining cpu-burst=6) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 5999, process idx=9 , remaining cpu-burst=5) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 6000, process idx=9 , remaining cpu-burst=4) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 6001, process idx=9 , remaining cpu-burst=3) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 6002, process idx=9 , remaining cpu-burst=2) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 6003, process idx=9 , remaining cpu-burst=1) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 6004, process idx=2 , remaining cpu-burst=19) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=13)]
(at time 6005, process idx=2 , remaining cpu-burst=18) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=12)]
(at time 6006, process idx=2 , remaining cpu-burst=17) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=11)]
(at time 6007, process idx=2 , remaining cpu-burst=16) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=10)]
(at time 6008, process idx=2 , remaining cpu-burst=15) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=9)]
(at time 6009, process idx=2 , remaining cpu-burst=14) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=8)]
(at time 6010, process idx=2 , remaining cpu-burst=13) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=7)]
(at time 6011, process idx=2 , remaining cpu-burst=12) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=6)]
(at time 6012, process idx=2 , remaining cpu-burst=11) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=5)]
(at time 6013, process idx=2 , remaining cpu-burst=10) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=4)]
(at time 6014, process idx=2 , remaining cpu-burst=9) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=3)]
(at time 6015, process idx=2 , remaining cpu-burst=8) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=2)]
(at time 6016, process idx=2 , remaining cpu-burst=7) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=1)]
(at time 6017, process idx=2 , remaining cpu-burst=6) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 6018, process idx=2 , remaining cpu-burst=5) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 6019, process idx=2 , remaining cpu-burst=4) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 6020, process idx=2 , remaining cpu-burst=3) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 6021, process idx=2 , remaining cpu-burst=2) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 6022, process idx=2 , remaining cpu-burst=1) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 6023, process idx=0 , remaining cpu-burst=19) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=5)]
(at time 6024, process idx=0 , remaining cpu-burst=18) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=4)]
(at time 6025, process idx=0 , remaining cpu-burst=17) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=3)]
(at time 6026, process idx=0 , remaining cpu-burst=16) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=2)]
(at time 6027, process idx=0 , remaining cpu-burst=15) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=1)]
(at time 6028, process idx=0 , remaining cpu-burst=14) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6029, process idx=0 , remaining cpu-burst=13) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6030, process idx=0 , remaining cpu-burst=12) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6031, process idx=0 , remaining cpu-burst=11) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6032, process idx=0 , remaining cpu-burst=10) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6033, process idx=0 , remaining cpu-burst=9) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6034, process idx=0 , remaining cpu-burst=8) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6035, process idx=0 , remaining cpu-burst=7) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6036, process idx=0 , remaining cpu-burst=6) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6037, process idx=0 , remaining cpu-burst=5) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6038, process idx=0 , remaining cpu-burst=4) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6039, process idx=0 , remaining cpu-burst=3) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6040, process idx=0 , remaining cpu-burst=2) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6041, process idx=0 , remaining cpu-burst=1) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 6042, process idx=4 , remaining cpu-burst=10) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=13)]
(at time 6043, process idx=4 , remaining cpu-burst=9) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=12)]
(at time 6044, process idx=4 , remaining cpu-burst=8) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=11)]
(at time 6045, process idx=4 , remaining cpu-burst=7) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=10)]
(at time 6046, process idx=4 , remaining cpu-burst=6) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=9)]
(at time 6047, process idx=4 , remaining cpu-burst=5) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=8)]
(at time 6048, process idx=4 , remaining cpu-burst=4) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=7)]
(at time 6049, process idx=4 , remaining cpu-burst=3) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=6)]
(at time 6050, process idx=4 , remaining cpu-burst=2) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=5)]
(at time 6051, process idx=4 , remaining cpu-burst=1) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=4)]
(at time 6052, process idx=3 , remaining cpu-burst=18) run-queue [5 6 7 8 1 9 2], wait-queue [0(io=3) 4(io=4)]
(at time 6053, process idx=3 , remaining cpu-burst=17) run-queue [5 6 7 8 1 9 2], wait-queue [0(io=2) 4(io=3)]
(at time 6054, process idx=3 , remaining cpu-burst=16) run-queue [5 6 7 8 1 9 2], wait-queue [0(io=1) 4(io=2)]
